18:06:48.896 WindowManager                  trimMemory level: 15
18:07:17.658 LogUtil                        [РАЗРЕШЕНИЯ] 📋 ДИАГНОСТИКА РАЗРЕШЕНИЙ для content://media/external/images/media/265854:
18:07:17.659                                [РАЗРЕШЕНИЯ]   - Android версия: 31 (12)
18:07:17.659                                [РАЗРЕШЕНИЯ]   - ACCESS_MEDIA_LOCATION: ✅ ПРЕДОСТАВЛЕНО
18:07:17.659                                [РАЗРЕШЕНИЯ]   - URI тип: MediaStore
18:07:17.659                                [ПРОЦЕСС] 🔍 GPS ИЗВЛЕЧЕНИЕ: Используем ExifInterface с поддержкой MediaStore.setRequireOriginal()
18:07:17.659                                [ПРОЦЕСС] 🔍 GPS результат: lat=55.75114059444444, lng=37.87966537472222
18:07:17.659                                [ПРОЦЕСС] ✅ GPS данные получены через ExifInterface: lat=55.75114059444444, lng=37.87966537472222
18:07:17.659                                [ПРОЦЕСС] 🕒 ПРОВЕРКА ДАТ: Проверяем наличие дат в EXIF и добавляем дату оцифровки при необходимости
18:07:17.659                                [ПРОЦЕСС] Найдена дата в теге DateTimeOriginal: 2026:04:19 18:06:34
18:07:17.659                                [ПРОЦЕСС] Даты уже присутствуют в EXIF, пропускаем добавление даты оцифровки
18:07:17.660                                [ПРОЦЕСС] MediaStore.update() вернул 0 строк, пробуем fallback
18:07:17.661                                [ПРОЦЕСС] Прочитано 39 EXIF-тегов, сохраняем в кэш
18:07:17.661                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265854 -> true
18:07:17.663 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: 9a603aa7-5999-41bc-8089-ddba08216c10, notificationType :1)
18:07:17.717 LogUtil                        [Сжатие] Размер изображения: 3000x4000, оценочный размер (ARGB_8888): 45MB
18:07:17.717                                [Bitmap decoding] inSampleSize = 1 (original: 3000x4000)
18:07:17.717                                [Сжатие] Оптимизированное декодирование: 3000x4000, inSampleSize=1
18:07:17.718                                [Сжатие] Оценочный размер: 22MB, экономия памяти: 50,0%
18:07:17.728                                [ПРОЦЕСС] DATE_MODIFIED восстановлен через File.setLastModified(): 1776611232000
18:07:17.728 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265838
18:07:17.931 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776611235664 для URI: content://media/external/images/media/265824
18:07:17.931                                [ПРОЦЕСС] ✅ EXIF маркер успешно сохранен и верифицирован
18:07:17.932                                [ПРОЦЕСС] Применение EXIF данных из памяти: успешно
18:07:17.933                                [ПРОЦЕСС] Финальная верификация успешна: маркер сжатия присутствует в URI
18:07:17.933                                [ПРОЦЕСС] Кэш URI инвалидирован: content://media/external/images/media/265834
18:07:17.933                                [ПРОЦЕСС] Установлен период игнорирования для URI: content://media/external/images/media/265834 до Sun Apr 19 18:07:22 GMT+03:00 2026
18:07:17.934                                [ПРОЦЕСС] URI удалён (safe): content://media/external/images/media/265834
18:07:17.938 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265635
18:07:18.024 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:18.024 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265857
18:07:18.026 LogUtil                        [ПРОЦЕСС] DATE_MODIFIED восстановлен через File.setLastModified(): 1776611232000
18:07:18.026 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265827
18:07:18.149                                provider != null. Start to getTypeAsync:content://media/external/images/media/265635
18:07:18.211 LogUtil                        [ПРОЦЕСС] Добавлен результат в батч auto_batch_1_1776611217325: IMG_20260419_180632_1.jpg (3)
18:07:18.212                                [ПРОЦЕСС] Сохранена исходная дата модификации: 1776611233000
18:07:18.218 WM-Processor                   Moving WorkSpec (9d7b5352-5c38-40e3-b5e5-044f9c76ff31) to the foreground
18:07:18.230 LogUtil                        [ПРОЦЕСС] URI удален из отслеживаемых: content://media/external/images/media/265834
18:07:18.230                                [ПРОЦЕСС] URI добавлен в список недавно обработанных: content://media/external/images/media/265834
18:07:18.328 WM-SystemFgDispatcher          Notifying with (id:1, workSpecId: 9d7b5352-5c38-40e3-b5e5-044f9c76ff31, notificationType :1)
18:07:18.332 WM-WorkerWrapper               Worker result SUCCESS for Work [ id=9d7b5352-5c38-40e3-b5e5-044f9c76ff31, tags={ com.compressphotofast.worker.ImageCompressionWorker,compress_80979346 } ]
18:07:18.337 WM-Processor                   Processor 9d7b5352-5c38-40e3-b5e5-044f9c76ff31 executed; reschedule = false
18:07:18.337 mpressphotofas                 Starting a blocking GC Alloc
18:07:18.337 WM-SystemJobService            9d7b5352-5c38-40e3-b5e5-044f9c76ff31 executed on JobScheduler
18:07:18.337 WM-SystemFgDispatcher          Removing Notification (id: 1, workSpecId: WorkGenerationalId(workSpecId=9d7b5352-5c38-40e3-b5e5-044f9c76ff31, generation=0), notificationType: 1
